0,1
data_processed/lines/images/1000100096.png,So you'd better just leave.
data_processed/lines/images/1000001335.png,But that's not the way out.
data_processed/lines/images/1000301466.png,because ads aren't cool.
data_processed/lines/images/1000302069.png,a lot of congratulations.
data_processed/lines/images/1000300103.png,-Yes.
data_processed/lines/images/1000300871.png,I'm not sure why you're asking me that.
data_processed/lines/images/1000000451.png,just appeared in my account.
data_processed/lines/images/1000400717.png,but Ray missed the kick.
data_processed/lines/images/1000200410.png,it was fuckin' priceless!
data_processed/lines/images/1000401043.png,The National Football League...
data_processed/lines/images/1000101289.png,"It's all part of the game, Sidney."
data_processed/lines/images/1000200039.png,Because the car doesn't count.
data_processed/lines/images/1000301631.png,they all drink a shot.
data_processed/lines/images/1000101391.png,in the news van
data_processed/lines/images/1000300717.png,Mark?
data_processed/lines/images/1000000923.png,"Rick, is that Wade?"
data_processed/lines/images/1000101124.png,-Lovely!
data_processed/lines/images/1000200316.png,Good evening.
data_processed/lines/images/1000301037.png,What?
data_processed/lines/images/1000301582.png,two blocks from the Stanford campus.
data_processed/lines/images/1000200108.png,Oh.
data_processed/lines/images/1000100461.png,"move your fat, tub-of-lard ass now!"
data_processed/lines/images/1000000681.png,A big one!
data_processed/lines/images/1000300281.png,[Dustin laughing]
data_processed/lines/images/1000000525.png,"WOMAN: Hey, Parzival! Over here!"
data_processed/lines/images/1000301014.png,and he told me to write them back.
data_processed/lines/images/1000400206.png,Lassie must be missing.
data_processed/lines/images/1000001468.png,"WADE: Whoa, whoa, whoa!"
data_processed/lines/images/1000400639.png,Everyone knows that.
data_processed/lines/images/1000101335.png,"We got a surprise for you, Sidney."
data_processed/lines/images/1000400893.png,"""Psycho-woman"" keeps us out of prison."
data_processed/lines/images/1000301914.png,this is where it's all happening.
data_processed/lines/images/1000301548.png,I was being accused of forced cannibalism.
data_processed/lines/images/1000000933.png,so wherever you are...
data_processed/lines/images/1000001322.png,and slide it to the left.
data_processed/lines/images/1000400514.png,I'm certain.
data_processed/lines/images/1000200492.png,how to reply to that either.
data_processed/lines/images/1000001304.png,they just put a force field
data_processed/lines/images/1000400763.png,You have to commit me.
data_processed/lines/images/1000100970.png,-I'm afraid not.
data_processed/lines/images/1000001200.png,His real name is Xo.
data_processed/lines/images/1000300526.png,to do with the Caribbean.
data_processed/lines/images/1000101232.png,"Oh, God."
data_processed/lines/images/1000300906.png,Who was the movie star?
data_processed/lines/images/1000100491.png,Are there any more donuts in there?
data_processed/lines/images/1000400532.png,What are you thinking?
data_processed/lines/images/1000301137.png,how it's going in Bosnia.
data_processed/lines/images/1000101230.png,Kenny!
data_processed/lines/images/1000101406.png,Fuck!
data_processed/lines/images/1000400149.png,night. Are you familiar with Snowflake?
data_processed/lines/images/1000300428.png,You want a sandwich or something?
data_processed/lines/images/1000400298.png,Don't I?
data_processed/lines/images/1000301164.png,Harvard Student Handbook.
data_processed/lines/images/1000300178.png,"not just at Harvard, but in the world."
data_processed/lines/images/1000200446.png,a final gift from my wife.
data_processed/lines/images/1000400139.png,[PAGER BEEPING]
data_processed/lines/images/1000400537.png,There's gotta be receipts.
data_processed/lines/images/1000301689.png,-I didn't know you were gonna--
data_processed/lines/images/1000300437.png,-Yeah.
data_processed/lines/images/1000200502.png,Ms. Perkins.
data_processed/lines/images/1000000014.png,to fix problems
data_processed/lines/images/1000301956.png,I got back this afternoon.
data_processed/lines/images/1000001578.png,Not Adventure.
data_processed/lines/images/1000000548.png,bursts out when you die.
data_processed/lines/images/1000000056.png,this is where we meet each other.
data_processed/lines/images/1000400489.png,of evidence here to support your theory.
data_processed/lines/images/1000000112.png,He was like a god. People loved him.
data_processed/lines/images/1000001400.png,too distracted to even notice...
data_processed/lines/images/1000302142.png,Because I froze the account?
data_processed/lines/images/1000101396.png,"Yeah, man!"
data_processed/lines/images/1000001705.png,(GROANS)
data_processed/lines/images/1000000874.png,"of all these things, man,"
data_processed/lines/images/1000000575.png,-Karen.
data_processed/lines/images/1000200317.png,How may I be of service?
data_processed/lines/images/1000400286.png,[GROWLING]
data_processed/lines/images/1000000230.png,(MUSIC PLAYING ON RADIO)
data_processed/lines/images/1000302044.png,Why the increase from the original 30%?
data_processed/lines/images/1000400036.png,Loser.
data_processed/lines/images/1000300050.png,-You said it was oil futures.
data_processed/lines/images/1000301481.png,-Yep.
data_processed/lines/images/1000301912.png,"Still, it's nice you have a girlfriend."
data_processed/lines/images/1000101397.png,Yeah.
data_processed/lines/images/1000300686.png,functionality in the site
data_processed/lines/images/1000300577.png,-That I was jealous of Eduardo for
data_processed/lines/images/1000000930.png,(BEEPING)
data_processed/lines/images/1000400994.png,But tell me this:
data_processed/lines/images/1000000320.png,WADE: My boys were in that challenge.
data_processed/lines/images/1000200212.png,And I've got a phone.
data_processed/lines/images/1000001721.png,from time to time.
data_processed/lines/images/1000302200.png,a picture-sharing application.
data_processed/lines/images/1000200227.png,"- Of course, sir."
data_processed/lines/images/1000001437.png,What's next?
data_processed/lines/images/1000400601.png,happened to me before.
data_processed/lines/images/1000000255.png,who found the Holy Grail by himself.
data_processed/lines/images/1000302171.png,that rough on him.
data_processed/lines/images/1000300839.png,-That's right.
data_processed/lines/images/1000100427.png,-Billy Loomis.
data_processed/lines/images/1000200366.png,"Hey, Harry."
data_processed/lines/images/1000300220.png,I need the algorithm.
data_processed/lines/images/1000300961.png,I said it's time to monetize the site.
data_processed/lines/images/1000000811.png,"that require a physical solution,"
data_processed/lines/images/1000100904.png,It's been confirmed.
data_processed/lines/images/1000400163.png,loaded from the rear.
data_processed/lines/images/1000200350.png,"a dinner reservation, perhaps?"
data_processed/lines/images/1000100962.png,What is she doing here?
data_processed/lines/images/1000100406.png,The killer's here. He's in the house.
data_processed/lines/images/1000100938.png,All right.
data_processed/lines/images/1000101354.png,We were left for dead.
data_processed/lines/images/1000000210.png,(ROARING)
data_processed/lines/images/1000301623.png,anything you just said.
data_processed/lines/images/1000400996.png,...be missing these?
data_processed/lines/images/1000100501.png,"-Just wait for the lawyer, Billy."
data_processed/lines/images/1000400705.png,And somebody get me some coffee.
data_processed/lines/images/1000300098.png,His name is Bobby.
data_processed/lines/images/1000100368.png,'Cause Tatum's on her way over.
data_processed/lines/images/1000400184.png,So far...
data_processed/lines/images/1000000626.png,There's something I wanna show you.
data_processed/lines/images/1000001015.png,Is it really scary?
data_processed/lines/images/1000302259.png,and see what the next move is.
data_processed/lines/images/1000100643.png,All right.
data_processed/lines/images/1000300764.png,I'm buying.
data_processed/lines/images/1000300831.png,is everything.
data_processed/lines/images/1000400354.png,...with little else.
data_processed/lines/images/1000000293.png,That's better.
data_processed/lines/images/1000301151.png,Harvard Connection becomes less valuable.
data_processed/lines/images/1000000075.png,(SPEAKING CHINESE)
data_processed/lines/images/1000101259.png,Sidney!
data_processed/lines/images/1000400535.png,"Ace, you checked all the rings."
data_processed/lines/images/1000000896.png,"this competition, it's me."
data_processed/lines/images/1000301099.png,"You apologized, right?"
data_processed/lines/images/1000400940.png,"Kill him. He held the ball, remember?"
data_processed/lines/images/1000100894.png,"It's no big deal, Sid. You'll thaw out."
data_processed/lines/images/1000300384.png,-I know.
data_processed/lines/images/1000301949.png,"Now, let me ask you something."
data_processed/lines/images/1000001659.png,NOLAN: Send me coordinates.
data_processed/lines/images/1000200452.png,Killed that from me!
data_processed/lines/images/1000300659.png,"this is John Harvard,"
data_processed/lines/images/1000200360.png,- It's a front.
data_processed/lines/images/1000000179.png,"-What's up, Aech?"
data_processed/lines/images/1000101044.png,in Silence of the Lambs
data_processed/lines/images/1000100956.png,It's that chick from 7op Story.
data_processed/lines/images/1000101330.png,"I said ""virgin."""
data_processed/lines/images/1000000128.png,The first person to find the egg
data_processed/lines/images/1000001738.png,because you won all three keys.
data_processed/lines/images/1000000866.png,I know what you think.
data_processed/lines/images/1000400454.png,saddlebags?
data_processed/lines/images/1000300416.png,"No. You didn't. Actually, I don't know."
data_processed/lines/images/1000001813.png,"Yeah, but... Kira wasn't the key."
data_processed/lines/images/1000301118.png,-Sorry. They're Christy and Alice.
data_processed/lines/images/1000001551.png,What are you looking at?
data_processed/lines/images/1000301003.png,I didn't use anything.
data_processed/lines/images/1000300856.png,-...that this is in dispute.
data_processed/lines/images/1000100698.png,desensitized little shits that you are.
data_processed/lines/images/1000300338.png,Cameron Winklevoss.
data_processed/lines/images/1000302179.png,Yeah. I know who she is. Are you guys...
data_processed/lines/images/1000000102.png,...losing your shit means...
data_processed/lines/images/1000400575.png,Don't you know who he is?
data_processed/lines/images/1000200528.png,"Oh, fuck!"
data_processed/lines/images/1000200126.png,What then?
data_processed/lines/images/1000000313.png,AUNT ALICE: Wait.
data_processed/lines/images/1000000104.png,(1980s POP MUSIC PLAYING)
data_processed/lines/images/1000300760.png,-I'm just saying.
data_processed/lines/images/1000001067.png,goin' to room 237!
data_processed/lines/images/1000000329.png,"if I catch you touching my stuff again,"
data_processed/lines/images/1000300023.png,"Are you, like, whatever, delusional?"
data_processed/lines/images/1000000902.png,to endure my maniacal reign.
data_processed/lines/images/1000400240.png,[GRUMBLING]
data_processed/lines/images/1000101218.png,-Randy!
data_processed/lines/images/1000001064.png,You know I hate scary movies!
data_processed/lines/images/1000000042.png,with Batman.
data_processed/lines/images/1000001338.png,"Okay, it's capital B-0-55-man-69."
data_processed/lines/images/1000100593.png,What?
data_processed/lines/images/1000300002.png,with genius IQs in China
data_processed/lines/images/1000400546.png,"No, I have a kinship with them."
data_processed/lines/images/1000400516.png,Only this.
data_processed/lines/images/1000301919.png,-What did you just say?
data_processed/lines/images/1000400339.png,"Oh, thanks."
data_processed/lines/images/1000400292.png,I can never remember that.
data_processed/lines/images/1000100078.png,Who's there?
data_processed/lines/images/1000000096.png,(SHOUTS IN OTHER LANGUAGE)
data_processed/lines/images/1000301915.png,"-The connections, the energy..."
data_processed/lines/images/1000302135.png,.03%
data_processed/lines/images/1000200077.png,Viggo's son.
data_processed/lines/images/1000001821.png,"Now, who do we have here?"
data_processed/lines/images/1000000445.png,"inducing seizures, so picture this..."
data_processed/lines/images/1000200437.png,Okay-
data_processed/lines/images/1000400788.png,Over here.
data_processed/lines/images/1000400326.png,"we got to the party, she tensed up."
data_processed/lines/images/1000001575.png,He's trying to win.
data_processed/lines/images/1000000766.png,Head back! Z! Your armor is running low.
data_processed/lines/images/1000101159.png,I don't think you're that bad.
data_processed/lines/images/1000301567.png,on his final exam?
data_processed/lines/images/1000302149.png,You planted that story about the chicken!
data_processed/lines/images/1000100591.png,-How does it feel?
data_processed/lines/images/1000300468.png,Wow. You would do that for me?
data_processed/lines/images/1000400687.png,"Excuse me, gentlemen."
data_processed/lines/images/1000200414.png,"Yeah, I know you did. Yeah."
data_processed/lines/images/1000400039.png,[ENGINE SPUTTERING]
data_processed/lines/images/1000301861.png,so he took a nap for a couple of hours.
data_processed/lines/images/1000001417.png,Activate the Iron Giant.
data_processed/lines/images/1000001828.png,"The salary, per his demand,"
data_processed/lines/images/1000200011.png,because it's not gonna last long.
data_processed/lines/images/1000400358.png,"Look, honey..."
data_processed/lines/images/1000300893.png,for $600 million.
data_processed/lines/images/1000301786.png,and I'd never seen a race that close.
data_processed/lines/images/1000100487.png,This is crazy.
data_processed/lines/images/1000400689.png,[GUNFIRE]
data_processed/lines/images/1000300197.png,"-Great white, beautiful fish. Nice."
data_processed/lines/images/1000400360.png,Excuse me.
data_processed/lines/images/1000301381.png,I think Wardo's jealous.
data_processed/lines/images/1000000963.png,No.
data_processed/lines/images/1000101351.png,"Evidence is all right there, baby."
data_processed/lines/images/1000001189.png,All right. Let's go.
data_processed/lines/images/1000200456.png,So you can either hand over your son...
data_processed/lines/images/1000001186.png,"The loyalty center, I know."
data_processed/lines/images/1000400880.png,Kickoff time.
data_processed/lines/images/1000001281.png,"NOLAN: 6, 45, 7, 25."
data_processed/lines/images/1000100693.png,Let me tell you something...
data_processed/lines/images/1000001722.png,"Hey, I have to show you something."
data_processed/lines/images/1000100563.png,doesn't stand a chance with you.
data_processed/lines/images/1000302231.png,I can tell them to turn the music down.
data_processed/lines/images/1000200535.png,- Who's got a gun?
data_processed/lines/images/1000101214.png,There's a camera in the house. Look.
data_processed/lines/images/1000300330.png,the facebook of seven houses.
data_processed/lines/images/1000000339.png,"""Halliday hated making rules."""
data_processed/lines/images/1000000251.png,are clanned up.
data_processed/lines/images/1000301937.png,No problem.
data_processed/lines/images/1000100731.png,have already lost their lives. Who's next?
data_processed/lines/images/1000000408.png,Careful not to lose your shit.
data_processed/lines/images/1000300236.png,who are they gonna send it to?
data_processed/lines/images/1000001633.png,"God damn it, we tried Adventure."
data_processed/lines/images/1000300734.png,Meet a girl. Yes.
data_processed/lines/images/1000001336.png,What's his password?
data_processed/lines/images/1000001803.png,on my magic sleigh.
data_processed/lines/images/1000400109.png,...that it's not a fish. It's a mammal.
data_processed/lines/images/1000100401.png,No!
data_processed/lines/images/1000400498.png,That's a very entertaining story...
data_processed/lines/images/1000101083.png,Big no-no! Big no-no!
data_processed/lines/images/1000400706.png,Crockett gets the boss a coffee.
data_processed/lines/images/1000301586.png,of the Sean Parker Variety Hour?
data_processed/lines/images/1000400590.png,Where is he now?
data_processed/lines/images/1000300158.png,like they do on hotornot.com.
data_processed/lines/images/1000301587.png,California's the place we've gotta be.
data_processed/lines/images/1000000280.png,No one ever makes it past Kong.
data_processed/lines/images/1000000106.png,"AECH: Okay, Mom, I heard you."
data_processed/lines/images/1000000547.png,MORROW: This is great.
data_processed/lines/images/1000300441.png,that recognizes your taste in music.
data_processed/lines/images/1000200195.png,Charlie.
data_processed/lines/images/1000302001.png,Holy shit.
data_processed/lines/images/1000300380.png,They had my blog.
data_processed/lines/images/1000300479.png,I don't know what I said.
data_processed/lines/images/1000400349.png,You smell terrific.
data_processed/lines/images/1000301887.png,-Thiel might make an angel investment.
data_processed/lines/images/1000000134.png,"Anorak the All-Knowing,"
data_processed/lines/images/1000000174.png,to solve the contest.
data_processed/lines/images/1000300824.png,"Thank you very much. And, Dad..."
data_processed/lines/images/1000000718.png,-Whoa!
data_processed/lines/images/1000100191.png,"-No, you didn't."
data_processed/lines/images/1000301300.png,"the university, not with each other."
data_processed/lines/images/1000400919.png,Penalty. Too many men on the field.
data_processed/lines/images/1000300946.png,-[Mark] How you doing?
data_processed/lines/images/1000000754.png,"IOI, always in the way."
data_processed/lines/images/1000101076.png,You don't--
data_processed/lines/images/1000001259.png,or is there a button or something?
data_processed/lines/images/1000301602.png,Who came up with nothing.
data_processed/lines/images/1000100736.png,No. Everything's under control.
data_processed/lines/images/1000000059.png,-COMPUTER: Locating Aech.
data_processed/lines/images/1000200419.png,"Luck,lguess."
data_processed/lines/images/1000400507.png,Good work.
data_processed/lines/images/1000100638.png,I know. That's why we need proof.
data_processed/lines/images/1000100134.png,Stop! Leave us alone.
data_processed/lines/images/1000000252.png,"Oh, Aech? Nah."
data_processed/lines/images/1000400057.png,"You missed Mommy, didn't you?"
data_processed/lines/images/1000000285.png,when IOI offers you guaranteed coin
data_processed/lines/images/1000001826.png,and the first thing we did
data_processed/lines/images/1000001483.png,More weapons!
data_processed/lines/images/1000001827.png,to a non-exclusive consultancy.
data_processed/lines/images/1000400551.png,...a big dog with rabies.
data_processed/lines/images/1000000895.png,but I was really hoping you'd say no.
data_processed/lines/images/1000300555.png,that was the thing.
data_processed/lines/images/1000300591.png,"to Mark's telling you his idea,"
data_processed/lines/images/1000000462.png,"Oh, yeah!"
data_processed/lines/images/1000300541.png,and putting it online.
data_processed/lines/images/1000300489.png,and Divya Narendra
data_processed/lines/images/1000200368.png,Yeah. Everything's fine.
data_processed/lines/images/1000000593.png,she's ever mentioned.
data_processed/lines/images/1000000069.png,and I can't do the late one.
data_processed/lines/images/1000200260.png,Hey. Wick's at the Continental.
data_processed/lines/images/1000300609.png,"was building The Facebook,"
data_processed/lines/images/1000300301.png,-She was under oath.
data_processed/lines/images/1000100243.png,"that they are high in the classrooms,"
data_processed/lines/images/1000001399.png,"This guy. Back to work, people."
data_processed/lines/images/1000301058.png,[shushing]
data_processed/lines/images/1000400309.png,a challenge for me.
data_processed/lines/images/1000001307.png,is from the inside.
data_processed/lines/images/1000400691.png,Can't you hit me?
data_processed/lines/images/1000200390.png,to that sort of behavior.
data_processed/lines/images/1000200531.png,"Shit! Goddamn, I knew he'd come."
data_processed/lines/images/1000100886.png,they'd cast Tori Spelling.
data_processed/lines/images/1000000093.png,(GRUNTS)
data_processed/lines/images/1000001573.png,The ice is holding. Still going.
data_processed/lines/images/1000300925.png,"I mean, it's both of ours. We're..."
data_processed/lines/images/1000300593.png,Divya Narendra or Harvard Connection?
data_processed/lines/images/1000200065.png,"You have good day, sir."
data_processed/lines/images/1000400926.png,trapped in the warehouse.
data_processed/lines/images/1000302036.png,which are now worthless.
data_processed/lines/images/1000200388.png,on Continental grounds.
data_processed/lines/images/1000400737.png,Your gun is digging into my hip.
data_processed/lines/images/1000300707.png,"February 4, 2004."
data_processed/lines/images/1000302265.png,"in there, because it got in there."
data_processed/lines/images/1000400166.png,about Snowflake all morning.
data_processed/lines/images/1000000384.png,"""I don't wanna make any more rules."""
data_processed/lines/images/1000100378.png,the front door. It's insulting.
data_processed/lines/images/1000100246.png,was devastated last night
data_processed/lines/images/1000200319.png,"- Yes, sir."
data_processed/lines/images/1000001461.png,Adventure.
data_processed/lines/images/1000302086.png,Case Equity is going to pitch you.
data_processed/lines/images/1000000092.png,...but you lose all your stuff.
data_processed/lines/images/1000300722.png,That looks really good.
data_processed/lines/images/1000400203.png,"People, people."
data_processed/lines/images/1000000931.png,"Contact Aech, Daito, Sho, and Art3mis."
data_processed/lines/images/1000101413.png,"Find her, you dipshit! Get up!"
data_processed/lines/images/1000300521.png,What did you wanna talk to me about? Mark?
data_processed/lines/images/1000000573.png,like the character in The Dark Crystal.
data_processed/lines/images/1000000665.png,(ELECTRONIC MUSIC PLAYING)
data_processed/lines/images/1000301171.png,for this school.
data_processed/lines/images/1000300673.png,Keep your jacket on.
data_processed/lines/images/1000001719.png,(VIDEO GAME MUSIC)
data_processed/lines/images/1000200550.png,Do I look civilized to you?
data_processed/lines/images/1000101273.png,It's okay. It's okay. It's okay.
data_processed/lines/images/1000300366.png,-Yes.
data_processed/lines/images/1000000192.png,(HORN BLARING)
data_processed/lines/images/1000000997.png,The Shining!
data_processed/lines/images/1000000272.png,on the back of a chewing-gum wrapper
data_processed/lines/images/1000200498.png,my son would be still alive!
data_processed/lines/images/1000100015.png,Wait. Wait. Don't hang up.
data_processed/lines/images/1000101462.png,that its residents have fled.
data_processed/lines/images/1000100921.png,"Oh, that's superb."
data_processed/lines/images/1000100122.png,Don't do this. I can't--
data_processed/lines/images/1000301298.png,-Of course this is a university issue.
data_processed/lines/images/1000100107.png,Why are you doing this?
data_processed/lines/images/1000302297.png,and I could get a jury to believe
data_processed/lines/images/1000100646.png,-Stul
data_processed/lines/images/1000301319.png,"-Please, arrive at the point."
data_processed/lines/images/1000100008.png,"Well, I think you have the wrong number."
data_processed/lines/images/1000400450.png,Fatty.
